nazwa_ogloszenia,link,cena,opis,lokalizacja,pokoje,stan wykonczenia,miejsce parkingowe,powierzchnia,balkon,taras,piętro,rok budowy
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-haukego-bosaka-18-90m2-mzn2040816527,,"HB1820 – apartamenty w centrum Wrocławia gotowe do odbioru

HB1820

Najważniejsze atuty
Nowoczesny apartamentowiec zlokalizowany pomiędzy Starym Miastem i Przedmieściem Oławskim
Prywatne ogródki w centrum miasta
Mieszkania przystosowane do montażu klimatyzacji
W skrócie

HB1820 to nowoczesny, luksusowy apartamentowiec zlokalizowany w samym centrum Wrocławia, przy ulicy Haukego-Bosaka. W siedmiopiętrowym budynku, zdobionym gustownymi detalami i utrzymanym w stonowanej kolorystyce znajdzie się 96 mieszkań o funkcjonalnym rozkładzie. Doskonała lokalizacja na pograniczu wrocławskiego Starego Miasta i Przedmieścia Oławskiego, a także elegancki projekt budynku autorstwa pracowni Panda Studio zrealizowany przez firmę Eiffage Polska Budownictwo powodują, że przyszli mieszkańcy inwestycji HB1820 mają gwarancję prestiżu, komfortu i niezależności.

Lokalizacja

Inwestycja HB1820 zlokalizowana jest niemal w samym centrum Wrocławia, pomiędzy wrocławskim Starym Miastem a Przedmieściem Oławskim, które jest częścią dawnej dzielnicy Krzyki. W kilkanaście minut spacerem można stąd dotrzeć do tak znanych miejsc we Wrocławiu jak Plac Dominikański, Narodowe Forum Muzyki, Rynek czy Muzeum Narodowe. Ulica Haukgeo-Bosaka łączy przepych Starego Miast we Wrocławiu ze specyficznym urokiem starych odrapanych kamienic sprzed wojny, które zyskują w ostatnich latach na świetności dzięki zabiegom rewitalizacyjnym.

Tereny zielone

W bezpośrednim otoczeniu inwestycji przy ulicy Haukego-Bosaka bez trudu znajdziemy liczne tereny zielone zapraszające do relaksu czy aktywnego trybu życia. Wielbiciele joggingu mogą wybrać się na trening na pobliską promenadę rozciągającą się nad Fosą Miejską aż do stylowego Parku Staromiejskiego, tuż obok Teatru Lalek. W podobnej odległości od inwestycji znajduje się Park Słowackiego, którego szerokimi alejami można dotrzeć aż na bulwary nad Odrą. Z kolei pobliską ulicą Traugutta i Żabią Ścieżką można wybrać się na szlaki nad brzegami Oławy, ciągnące się aż do Lasu Rakowieckiego.
W odległości 8 minut jazdy samochodem od inwestycji przy Haukege-Bosaka znajduje się Hala Stulecia, wokół której można korzystać właściwie całymi dniami z atrakcji położonych na rozciągających się tu terenach rekreacyjnych. Mieści się tu m.in. ZOO wrocławskie z nowoczesnym Afrykarium, liczne place zabaw dla dzieci, Park Botaniczny, słynny Ogród Japoński i Park Szczytnicki.

Sklepy, punkty usługowe i gastronomiczne

Lokalizacja w centrum Wrocławia powoduje, że mieszkańcy inwestycji HB1820 będą mogli korzystać z rozbudowanej infrastruktury miasta i cieszyć się prywatnością. Stare Miasto i Przedmieście Oławskie obfitują w sklepy pozwalające zaopatrzyć się w produkty niezbędne na co dzień. Jeżeli szukamy natomiast miejsca na większe zakupy, w odległości 10 minut spacerem znajduje się Galeria Dominikańska, gdzie znajdują się także sale zabaw dla dzieci, punkty usługowe, restauracje i kultowy dACH Dominikańska, gdzie odbywają się imprezy, sety klubowe czy pokazy kinowe.

Komunikacja i transport publiczny

Położenie inwestycji HB1820 w sercu miasta powoduje, że jej mieszkańcy mogą bez przeszkód dotrzeć wszędzie komunikacja publiczną. Przez plac Dominikański przejeżdża większość linii tramwajowych i autobusowych dowożących pasażerów w różne części miasta. Wielbiciele alternatywnych form transportu mogą natomiast skorzystać z licznych ścieżek rowerowych lud po prostu dojść na piechotę do kluczowych dla miejskiego życia punktów.

Edukacja

Rodziny z dziećmi, które wybiorą inwestycję HB1820 do zamieszkania, mają duży wybór pośród okolicznymi placówkami edukacyjnymi. Najmłodsze dzieci mogą znaleźć fachową opiekę m.in. w pobliskim Słonecznym Przedszkolu, Przedszkolu 146 „Wyspa Dzieci” lub Przedszkolu nr 35 z oddziałami integracyjnymi „Tęczowy Domek”. Nieopodal ulicy Haukego-Bosaka znajdują się dwa licea ogólnokształcące, Zespół Szkół nr 5, Zasadnicza Szkoła Zawodowa i Zespół Szkół Teleinformatycznych i Elektronicznych. Na Starym Mieście położone są natomiast najważniejsze uczelnie wyższe Wrocławia: Uniwersytet Wrocławski, Wyższa Szkoła Humanistyczna czy Uniwersytet Ekonomiczny.

Rezerwacja i płatność

Po szczegóły zapraszamy do kontaktu przez formularz znajdujący się na dole strony.

Opis od dewelopera

HB1820 to unikalna inwestycja w sercu Wrocławia. To 7-piętrowy apartamentowiec, znajdujący się w samym sercu miasta, w którym znajdziesz 96 funkcjonalnych, pięknie zaprojektowanych wnętrz. To również prestiż, niezależność i komfort związany z mieszkaniem w centrum wraz z niepowtarzalną energią miejskiego życia i bogatą infrastrukturą:
świetna lokalizacja – na styku Starego Miasta i Przedmieścia Oławskiego
prywatne ogródki na piętrze
apartamenty przystosowane do montażu klimatyzacji
doskonała architektura - zależności od usytuowania, w ofercie apartamenty z balkonem, loggią, tarasem lub prywatnym ogródkiem
duże okna, efektywny rozkład mieszkań
iluminacja elewacji
widok na panoramę miasta
reprezentacyjne lobby
wertykalna zielona ściana elewacji
gwarancja jakości dzięki doskonałemu projektowi Pracowni Panda Studio i realizacji przez firmę Eiffage Polska Budownictwo z ponad 30-letnim doświadczeniem w kraju
planowany czas realizacji inwestycji to trzeci kwartał 2022 roku.","Śródmieście,",3,,,"90,11 m²",,,3/7,2022
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-dmowskiego-13-77m2-mzn2041112018,,"Atmo
Najważniejsze atuty
✅ Przemyślane rozkłady lokali gwarantujące szerokie możliwości aranżacji
✅ Przynajmniej jeden balkon lub loggia przynależne do mieszkań oraz ogródki na parterze
✅ Stojaki dla rowerów i otwarte parkingi rowerowe na terenie inwestycji
✅ Zewnętrzne rolety montowane w mieszkaniach na parterze
Atmo w skrócie
Inwestycja Atmo realizowana przy ulicy Dmowskiego na Nadodrzu, części wrocławskiego Śródmieścia to dwa budynki o siedmiu kondygnacjach, w których znajdzie się 113 mieszkań. W zależności od kondygnacji mają one wysokość od 260 do 280 cm oraz powierzchnie od 44 do 141 m kw. Panoramiczne okna zapewnią dobre doświetlenie mieszkań, do których przynależą przynajmniej jedna loggia lub balkon. Mieszkańcy lokali na parterze mogą natomiast korzystać z ogródków. Projekt budynków stworzyła pracownia Zbigniewa Maćkowa, nadając im loftowy charakter i nawiązując do historii miejsca. Elementem jednego z nich stały się elewacje dawnej stajni koszar wojskowych znajdujących się na terenie Kępy Mieszczańskiej w XIX wieku. Cegła jako element elewacji budynków, przeszklenia w strefach wejściowych czy sklepienia w układzie krzyżowym lokali usługowych zaplanowanych na parterze również podkreślają loftowe inspiracje projektantów. Wokół budynków zaplanowana została ekologiczna strefa wypoczynku, gdzie znajdą się karmniki i poidełka dla ptaków, domki dla owadów, ogród uprawny, plac zabaw, stojaki i stacja napraw rowerów, stacja ładowania pojazdów elektrycznych, zielony amfiteatr z siedziskami, altana porośnięta pnączami czy ławki z ładowarkami urządzeń mobilnych.
Atmo – lokalizacja
Inwestycja Atmo zlokalizowana jest na największej wyspie znajdującej się w centrum Wrocławia, czyli Kępie Mieszczańskiej. To część Nadodrza i Śródmieścia Wrocławia rozciągającego się naprzeciw Starego Miasta, na prawym brzegu Odry. Niewielka, ale urokliwa dzielnica, jaką jest Śródmieście, zawdzięcza swój klimat m.in. takim miejscom jak Ostrów Tumski, most Tumski, na którym zakochani zaczepiają kłódki na znak swojej miłości oraz Park Mieszczański, który zapowiada się jako jeden z ciekawszych nowych terenów zielonych Wrocławia.
Tereny zielone
Atmo powstaje na Kępie Mieszczańskiej, zielonej wyspie pomiędzy meandrującą Odrą, która połączona jest z pozostałymi częściami Wrocławia pięcioma mostami. Pomiędzy znajdującymi się tutaj nowymi osiedlami, z inicjatywy mieszkańców, władz miasta i deweloperów powstaje Park Mieszczański – 4-hektarowy teren zielony, oddalony od inwestycji Atmo o zaledwie 800 metrów. Nazywany wrocławskim Central Parkiem będzie miejscem wypoczynku dla lokatorów powstających na Kępie Mieszczańskiej licznych nowych inwestycji.
Sklepy, punkty usługowe i gastronomiczne
W odległości 210 metrów od inwestycji znajduje się dyskont spożywczy Biedronka. W bezpośrednim sąsiedztwie osiedla znajduje się również Żabka, a kilometr od niego położony jest sklep ogólnospożywczy Blumiś. Po przejściu jednym z mostów na Odrze dystansu 700 metrów można zjeść śniadanie i brunch w ZENKA Cafe, a w odległości 900 metrów mieści się Kot Cafe – kocia kawiarnia. O 1,7 km od inwestycji oddalona jest Hala Targowa, a 2,2 km – Galeria Dominikańska.
Komunikacja i transport publiczny
W odległości 500 metrów od inwestycji Atmo znajduje się najbliższy przystanek komunikacji miejskiej – Dmowskiego, z którego odjeżdżają autobusy 102, 103, 104, 107 i 109, a także tramwaje: 15 i 74. Dobrym wyborem dla mieszkańców inwestycji na poruszanie się po okolicy będą również rowery czy spacer. Piechotą można stąd dojść do Rynku Wrocławskiego w zaledwie 19 minut pokonując dystans 1,5 km.
Edukacja
Najbliższe przedszkole w okolicy inwestycji Atmo oddalone jest o 1,1 km – to Przedszkole Integracyjne nr 125 im. Janusza Korczaka. W odległości 800 metrów mieści się Zespół Szkół nr 18 oraz Niepubliczna Szkoła Podstawowa Leonardo Da Vinci, a o kilometr oddalona jest Szkoła Podstawowa nr 58. W odległości kilometra znajduje się również Liceum Ogólnokształcące nr III im. Adama Mickiewicza.
Rezerwacja i płatność
Wszystkie informacje dotyczące rezerwacji i płatności znajdą Państwo u dewelopera. Poniżej formularz kontaktowy.","Śródmieście,",4,,,"77,94 m²",,,1/6,2023
"Mieszkanie funkcjonalne, blisko parku i tramwaju, z potencjałem",https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-modra-48m2-mzn2043122485,540 000 zł,"Gotowiec inwestycyjny :)

Uwaga okazja: Noworoczna obniżka ceny z 599 000 zł do 540 000 zł do końca dnia 31.01.2024.

Sprzedam przestronne i jasne mieszkanie o powierzchni 48 m², położone w atrakcyjnej lokalizacji na osiedlu Kozanów we Wrocławiu. Większość mieszkania jest świeżo po remoncie łącznie z wycyklinowanymi parkietami. Mieszkanie znajduje się w dobrze skomunikowanej okolicy, blisko centrum miasta oraz licznych sklepów i usług.

Kup mieszkanie na wynajem teraz zanim najbliższy program ""Mieszkanie na start"" zwiększy popyt, wywinduje ceny i wtedy będziesz żałować.

Idealne dla:
3-4 osobowej rodziny, pary,singla,lub na wynajem (ogromny parking dla każdego lokatora)

W skład mieszkania wchodzi:
pokój dzienny z większym balkonem, sypialnia, kuchnia, łazienka, oddzielne WC, przedpokój, dodatkowo w metraż nie jest wliczone pomieszczenie gospodarcze na strychu (+3 m2),

Odnowiona klatka schodowa i elewacja. Bezpośrednio przed bramą jest duży parking na okolo 150 pojazdów, więc zawsze jest wolne miejsce, także dla gości, co jest rzadkością w dużym mieście. Podkreślam, że rynkowa cena 1 miejsca parkingowego to około 25000zł, co jest wartością dodaną.

Blisko do:
5 minut spaceru do Parku Zachodniego,1 minuta spaceru do nowego przystanku tramwajowego Modra i autobusowego,3 minuty spaceru do centrum handlowego z Biedronką, 5 minut spaceru do hali z boiskami i siłownią,5 minut spaceru do szkoły podstawowej,5 minut piechotą do liceum,5 minut spacerem do przedszkola,5 minut samochodem do centrum handlowego Magnolia Park,10 minut samochodem do rynku Wrocławia,

Okna na obie strony. Widok na Stadion Miejski oddalony o około 2km. Mieszkanie znajduje się na 10-tym piętrze, a w bloku jest 11 pięter plus parter. Mieszkanie do umeblowania według własnych pomysłów :) Ma duży potencjał. Budynek nie był w ogóle zalany podczas powodzi, gdyż znajduje się na lekkim wzniesieniu.

Proszę dzwonić codziennie po g. 12:00 w celu umówienia się na obejrzenie mieszkania.
Oferuję sprawne i profesjonalne podejście do obsługi transakcji sprzedaży.
Kontakt w języku polskim lub angielskim.

Zachęcam do kontaktu także biura nieruchomości z Wrocławia, które mają umowę z szukającymi mieszkania klientami ze zweryfikowaną zdolnością kredytową.","Kozanów,",2,,,48 m²,Tak,,10/11,1984
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-dmowskiego-13-61m2-mzn2041112035,,"Atmo
Najważniejsze atuty
✅ Przemyślane rozkłady lokali gwarantujące szerokie możliwości aranżacji","Śródmieście,",3,,,"61,85 m²",,,3/6,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-dmowskiego-13-69m2-mzn2041112057,,"Atmo
Najważniejsze atuty
✅ Przemyślane rozkłady lokali gwarantujące szerokie możliwości aranżacji","Śródmieście,",3,,,"69,12 m²",,,5/6,2023
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-sienkiewicza-31m2-mzn2041989860,,"Najważniejsze atuty
✅ Wyjątkowa lokalizacja – na wprost Ogrodu Botanicznego we Wrocławiu
✅ Mieszkania idealne pod wynajem
✅ Unikatowe części wspólne","Śródmieście,",1,,,"31,48 m²",,,3/6,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-sienkiewicza-30m2-mzn2041989876,,"Najważniejsze atuty
✅ Wyjątkowa lokalizacja – na wprost Ogrodu Botanicznego we Wrocławiu
✅ Mieszkania idealne pod wynajem
✅ Unikatowe części wspólne
✅ Wyjątkowy budynek utrzymany w dwóch stylach: Classic i Modern

Sienkiewicza Résidence w skrócie
Wyjątkowy budynek we Wrocławiu utrzymany w dwóch stylach: Classic i Modern. Część historyczna, o nazwie Classic, została zaprojektowana pod koniec XIX wieku przez wrocławskiego architekta Felixa Gustava Otto Henry’ego. Obecnie zrewitalizowany budynek łączy w sobie piękno zabytkowej architektury i nowoczesnych rozwiązań. Znalazło się w nim 38 apartamentów o metrażach od 28 do 76 m kw. Część nowoczesna, o nazwie Modern, to elegancki obiekt z przeszklonymi balkonami, znajdujący się na pierzei ulicy Sienkiewicza. Znalazło się tu 76 apartamentów o metrażach od 27 do 79 m kw.
W sumie w Sienkiewicza Résidence znalazło się 114 eleganckich i wyjątkowo zaprojektowanych apartamentów o różnorodnych układach - od jednego do czterech pokoi. Unikatową cechą tego budynku są autorskie meble i obrazy współczesnych artystów, które znajdują się w częściach wspólnych. Do dyspozycji mieszkańców jest również panoramiczny taras z widokiem na Ogród Botaniczny oraz klimatyczna sala bilardowa.
Dedykowana mieszkańcom aplikacja na smartfony umożliwia otwieranie drzwi, wind oraz bramy wjazdowej do garażu. Zastosowano tu także rozwiązania przyjazne środowisku, takie jak zbiornik retencyjny wody opadowej czy nawiewniki antysmogowe. Standard części wspólnych zaprojektowany przez renomowaną pracownię Sikora Wnętrza gwarantuje wysoką jakość wykończenia.
Unikalna wysokość niektórych apartamentów - nawet do 4,2 m - oraz duża liczba małych metraży sprawiają, że Sienkiewicza Résidence jest idealnym miejscem zarówno dla osób poszukujących mieszkania dla siebie i swojej rodziny, jak i dla inwestorów szukających lokali na wynajem. Do dyspozycji mieszkańców są miejsca parkingowe w hali garażowej oraz naziemny parking przeznaczony dla osób z niepełnosprawnością.
Sienkiewicza Residence – lokalizacja
Sienkiewicza Résidence ma doskonałą lokalizację w samym centrum miasta, vis-à-vis Ogrodu Botanicznego. To także miejsce bogate w infrastrukturę handlowo-usługową, w pobliżu takich atrakcji Wrocławia, jak Ostrów Tumski, Wyspa Słodowa czy Rynek.
Tereny zielone
Mieszkańcy Sienkiewicza Résidence mają wyjątkową okazję podziwiać wrocławski Ogród Botaniczny z okien. Położony jest on w odległości raptem 40 metrów od inwestycji. O 800 metrów oddalony jest także Park Tołpy, a do Wyspy Słodowej można dotrzeć w 8 minut pieszo, pokonując 700 metrów.

Sklepy, punkty usługowe i gastronomiczne
W najbliższym sąsiedztwie inwestycji znajdują się liczne sklepy, w tym m.in. Biedronka (270 m), kultowa piekarnia przy placu Bema (450 m) czy Pasaż Grunwaldzki (1,1 km). Można tu również skosztować różnorodnych smaków w okolicznych restauracjach i kawiarniach czy wybrać się na Rynek oddalony o 1,6 km, do którego można dotrzeć w 20 minut piechotą lub korzystając z roweru

Komunikacja i transport publiczny
Przy ulicy Sienkiewicza zlokalizowane są przystanki tramwajowe, z których kursują linie 9 i 17. Przy Ogrodzie Botanicznych jest natomiast przystanek autobusowy, z którego odjeżdża autobus nr 259.

Edukacja
W promieniu niespełna 500 metrów znajdują się dwa przedszkola: Mały Piekarczyk. Przedszkole nr 74 oraz Przedszkole nr 18 Wiolinek. Szkoła Podstawowa nr 84 im. Ruchu Obrońców Pokoju znajduje się w odległości 120 metrów, a najbliższe Liceum Ogólnokształcące nr XVI – 400 metrów. O 1,1 km oddalony jest Uniwersytet Przyrodniczy we Wrocławiu, o 700 metrów – Kampus Grunwaldzki.

Rezerwacja i płatność
Chcesz poznać szczegóły? Wypełnij formularz kontaktowy na górze strony.","Śródmieście,",2,,,"30,95 m²",,,6/6,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-haukego-bosaka-18-90m2-mzn2040816514,,"HB1820 – apartamenty w centrum Wrocławia gotowe do odbioru

HB1820

Najważniejsze atuty
Nowoczesny apartamentowiec zlokalizowany pomiędzy Starym Miastem i Przedmieściem Oławskim
Prywatne ogródki w centrum miasta
Mieszkania przystosowane do montażu klimatyzacji","Śródmieście,",3,,,"90,01 m²",,,1/7,2022
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-sienkiewicza-28m2-mzn2041989861,,"Najważniejsze atuty
✅ Wyjątkowa lokalizacja – na wprost Ogrodu Botanicznego we Wrocławiu
✅ Mieszkania idealne pod wynajem
✅ Unikatowe części wspólne","Śródmieście,",1,,,"28,67 m²",,,3/6,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-dmowskiego-13-73m2-mzn2041112055,,"Atmo
Najważniejsze atuty
✅ Przemyślane rozkłady lokali gwarantujące szerokie możliwości aranżacji","Śródmieście,",3,,,"73,68 m²",,,4/6,2023
Okolice ul. Traugutta /Inwestycja,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-gen-romualda-traugutta-34m2-mzn2043233555,430 000 zł,"Na sprzedaż mieszkanie 1-pokojowe o powierzchni 34 m²
3 piętro w bloku.
Aneks kuchenny.
Blisko centrum.
Dostępne od ręki.
Interesuje Cię zakup tego mieszkania? Zadzwoń i umów się na prezentację.
Cena: 430 000zł
nr oferty : 11483/10630/OMS
Interesuje Cię zakup tego mieszkania?
ZAPRASZAM NA BEZPŁATNĄ PREZENTACJĘ
Przy zakupie otrzymasz wsparcie w uzyskaniu finansowania na zakup nieruchomości.
| Phone+48... pokaż
Mirosław Markiewicz
Specjalista ds. Sprzedaży Nieruchomości
Agencja UNITED Nieruchomości | ul. Młynarska 14/E | 51-116 Wrocław |
Oferta wysłana z programu dla biur nieruchomości ASARI CRM (asaricrm.com)","Przedmieście Oławskie,",1,,,34 m²,,,3/9,2002
ŚLICZNE 2 POK. DO WEJŚCIA. WOJSZYCE,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-smardzowska-46m2-mzn2043208365,645 000 zł,"Opiekun oferty:
WIOLETTA GRZESIAK
602... pokaż
Nr Licencji PFRN 2258
SUPER MIESZKANIE NA KRZYKACH!!!
TYLKO W SDP NIERUCHOMOŚCI.
Polecam na sprzedaż luksusowe 2-pokojowe mieszkanie na I piętrze dwupiętrowego budynku z windą z 2017 roku, na wrocławskich Wojszycach.
Mieszkanie o powierzchni 46,3 m2.
UKŁAD POMIESZCZEŃ:
Lokal składa się z
- salonu z aneksem kuchennym (24 m2)
- sypialni ( 14,5 m2)
- łazienki (4 m2)
- przedpokoju (3,8 m2)
- balkonu (5,5 m2)
ATUTY:
- nowe budownictwo
- spokojna, bezpieczna okolica
- do wprowadzenia na już
- całe wyposażenie w cenie
- wysoki standard wykończenia
- niskie opłaty eksploatacyjne
STANDARD:
Wykończenie w stylu skandynawskim
Kuchnia w pełni umeblowana, wyposażona w sprzęt AGD (chłodziarko-zamrażarka, zmywarka, pochłaniacz, płyta indukcyjna i piekarnik elektryczny).
Na podłogach panele oraz gres.
Lokal pięknie doświetlony, dzięki dużym oknom. Rolety antywłamaniowe we wszystkich pokojach.
CENA : 645 000 zł do negocjacji.
CZYNSZ: 350 ZŁ + PRĄD, INTERNET.
LOKALIZACJA
Nieruchomość znajduje się na kameralnym, cichym osiedlu, w pobliżu domki jednorodzinne i kameralne budynki. W okolicy brak wysokiej zabudowy. W bliskim sąsiedztwie znajdziemy za to liczne restauracje i tereny spacerowe Cała niezbędna infrastruktura w zasięgu ręki - sklepy, szkoła podstawowa, plac zabaw, przedszkole. Szpital na ul. Borowskiej niedaleko. Dobra komunikacja z pozostałą częścią miasta oraz dojazd do Wrocławskich Bielan, autostrady A4 i obwodnicy.
Przystanek autobusowy w odległości 150m bezpośrednio do centrum.
Rekomendacja Eksperta SDP Nieruchomości:
""Tę nieruchomość szczególnie polecam osobom poszukującym odrobiny luksusu i wygody w kameralnej, zielonej okolicy. Spokojne sąsiedztwo, piękne tereny spacerowe oraz dogodny dojazd do centrum to atuty, które na pewno przypadną do gustu najbardziej wymagającym klientom. Oferta idealna również dla inwestorów""
Zapraszam na prezentację:
WIOLETTA GRZESIAK
602... pokaż
Oferta wysłana z programu IMO dla biur nieruchomości","Krzyki,",2,,,"46,30 m²",Tak,,1/2,2017
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-stare-miasto-michalczyka-5-41m2-mzn2041581882,,"Najważniejsze atuty
✅ Jedna z najlepszych wrocławskich inwestycji w sercu miasta","Stare Miasto,",2,,,"41,69 m²",Tak,,,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-krzyki-krakowska-98-38m2-mzn2043185940,,"Apartamenty nad Oławką to nowa inwestycja premium w ofercie Dom Development, zlokalizowana tuż nad malowniczą rzeką Oławą – w otoczeniu bulwarów, Parku na Niskich Łąkach i Lasu Rakowieckiego. Nowoczesna architektura, eleganckie wnętrza, wysoka jakość materiałów oraz doskonała lokalizacja sprawiają, że jest to wyjątkowe miejsce na mapie Wrocławia.","Krzyki,",2,,,"38,42 m²",Tak,,,2025
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-fabryczna-raclawicka-111-51m2-mzn2041085194,680 152 zł,"Inwestycja mieszkaniowo-usługowa Racławicka Platinum to wyjątkowy projekt w doskonałej lokalizacji przy ul.Racławickiej na Grabiszynku - najbardziej pożądanym i zielonym osiedlu Wrocławia.

Zakończenie budowy: 31.03.2024r.
*Racławicka Platinum
nowoczesna architektura nawiązująca do tradycji modernistycznych,
*budynek w standardzie premium
z przemyślanymi i funkcjonalnymi rozwiązaniami architektonicznymi. Jasna elewacja łącząca cegłę klinkierową i tynk silikonowy z dużymi oknami w kolorze grafitowym, dopełniają całości atrakcyjnego efektu.
ATUTY INWESTYCJI:
Komfort
Zaprojektowana zieleń wokół budynku, tarasy wykończone płytą gresową, a trawa z rolki w ogródkach. W mieszkaniach dwupoziomowych prefabrykowane schody
Bezpieczeństwo
Drzwi wejściowe antywłamaniowe kl. C
Rolety zewnętrzne z napędem elektrycznym w mieszkaniach na parterze
Videofon; Monitorowany garaż podziemny
Ekooszczędność
Energooszczędne okna trzyszybowe, nawiewniki okienne z systemem antysmogowym
Retencja wody opadowej, automatyczne podlewanie zieleni wspólnej
Jakość
Elewacja z elementami cegły klinkierowej
Oświetlenie i gniazdo elektryczne na balkonie,ogródku Zewnętrzny kran w ogródkach na parterze
Kameralna zabudowa z nowymi mieszkaniami o metrażach od 36m2 do 117 m2, zarówno jedno- jak i dwupoziomowymi, gdzie każde z nich posiada dodatkową przestrzeń w postaci balkonu, dużego tarasu lub ogródka w parterze. Części wspólne z indywidualnie zaprojektowanymi klatkami schodowymi i nowoczesnymi cichymi windami charakteryzować się będą wyjątkową elegancją.
Wygodne parkowanie samochodu umożliwią miejsca postojowe w monitorowanym garażu podziemnym. Dla rowerów przygotujemy liczne stojaki. W parterze budynku znajdować się będą lokale usługowe. Racławicka Platinum to gwarancja codziennego komfortu","Grabiszyn-Grabiszynek,",2,,,"51,92 m²",,,1/3,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-sienkiewicza-28m2-mzn2041989873,,"Najważniejsze atuty
✅ Wyjątkowa lokalizacja – na wprost Ogrodu Botanicznego we Wrocławiu
✅ Mieszkania idealne pod wynajem
✅ Unikatowe części wspólne","Śródmieście,",1,,,"28,68 m²",,,5/6,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-sienkiewicza-38m2-mzn2041989885,,"Najważniejsze atuty
✅ Wyjątkowa lokalizacja – na wprost Ogrodu Botanicznego we Wrocławiu
✅ Mieszkania idealne pod wynajem
✅ Unikatowe części wspólne","Śródmieście,",2,,,"38,62 m²",,,2/6,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-sienkiewicza-31m2-mzn2041989864,,"Najważniejsze atuty
✅ Wyjątkowa lokalizacja – na wprost Ogrodu Botanicznego we Wrocławiu
✅ Mieszkania idealne pod wynajem
✅ Unikatowe części wspólne","Śródmieście,",1,,,"31,52 m²",,,3/6,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-sienkiewicza-66m2-mzn2041989890,,"Najważniejsze atuty
✅ Wyjątkowa lokalizacja – na wprost Ogrodu Botanicznego we Wrocławiu
✅ Mieszkania idealne pod wynajem
✅ Unikatowe części wspólne","Śródmieście,",3,,,"66,85 m²",,,4/6,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-sienkiewicza-27m2-mzn2041989877,,"Najważniejsze atuty
✅ Wyjątkowa lokalizacja – na wprost Ogrodu Botanicznego we Wrocławiu
✅ Mieszkania idealne pod wynajem
✅ Unikatowe części wspólne","Śródmieście,",2,,,"27,30 m²",,,6/6,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-haukego-bosaka-18-90m2-mzn2040816531,,"HB1820 – apartamenty w centrum Wrocławia gotowe do odbioru

HB1820

Najważniejsze atuty
Nowoczesny apartamentowiec zlokalizowany pomiędzy Starym Miastem i Przedmieściem Oławskim
Prywatne ogródki w centrum miasta
Mieszkania przystosowane do montażu klimatyzacji","Śródmieście,",3,,,"90,18 m²",,,4/7,2022
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-sienkiewicza-31m2-mzn2041989869,,"Najważniejsze atuty
✅ Wyjątkowa lokalizacja – na wprost Ogrodu Botanicznego we Wrocławiu
✅ Mieszkania idealne pod wynajem
✅ Unikatowe części wspólne","Śródmieście,",1,,,"31,54 m²",,,4/6,2024
Opis nieruchomości,https://www.morizon.pl/oferta/sprzedaz-mieszkanie-wroclaw-srodmiescie-dmowskiego-13-78m2-mzn2041112069,,"Atmo
Najważniejsze atuty
✅ Przemyślane rozkłady lokali gwarantujące szerokie możliwości aranżacji","Śródmieście,",4,,,"78,61 m²",,,2/6,2023
