nazwa_ogloszenia,cena,opis,lokalizacja,zametr,pokoje,powierzchnia,umeblowane,czynsz,rodzaj zabudowy,rynek,piętro,typ,forma wlasnosci,stan wykonczenia,balkon/ogrod/taras,miejsce parkingowe,ogrzewanie
"Przestronne, jasne 4 pok. w pięknej kamienicy w ok. pl. Grunwaldzkiego",1 497 777 zł,"REZERWACJA DO 2/2/2024

Wspaniałe mieszkanie o powierzchni ponad 141 m2 z dwoma balkonami oraz loggią w pięknie odnowionej kamienicy w okolicy Mostu Zwierzynieckiego – (ul. Łukasiewicza).

Ponad stuletnia, trzypiętrowa kamienica, która przeszła gruntowny remont elewacji w 2022 roku. Klatka schodowa oraz dach również przeszły remont w ostatnim czasie.

Wysokość mieszkania – 3,3 m, co jeszcze dodatkowo zwiększa poczucie przestrzeni.

Rozkład:
- duży, jasny salon z wyjściem na przeszkloną loggię (ok. 34 m2)
- pokój/biblioteczka (ok. 20 m2)
- pokój/główna sypialnia z wyjściem na balkon (ok. 27 m2)
- pokój dziecięcy/biuro (ok. 13 m2)
- kuchnia z wyjściem na balkon (ok. 11 m2)
- spiżarnia z oknem, którą można połączyć z kuchnią (ok. 6 m2)
- garderoba (ok. 5 m2)
- przedpokój, z którego można wydzielić/powiększyć inne pomieszczenia (ok. 24 m2)
- łazienka z oknem, którą można powiększyć lub połączyć z toaletą (ok. 4 m2)
- osobna toaleta (ok. 2 m2)

Mieszkanie rozkładowe (wejście do każdego pomieszczenia z przedpokoju) oraz dwustronne z ekspozycją okien północno - wschodnią i południowo - zachodnią, która zapewnia optymalny dostęp światła dziennego.

W mieszkaniu zostały odnowione (zrewitalizowane) podłogi drewniane. Zostało ono również odświeżone - całe pomalowane oraz przygotowane dla przyszłego właściciela do dowolnej aranżacji.

W każdym pokoju znajduje się pięknie zachowany piec, w którym obecnie są zamontowane elektryczne wkładki grzewcze.

W budynku znajduje się niewiele mieszkań (mniej niż 10) co zapewnia odpowiedni spokój mieszkańcom.

Od strony salonu i biblioteczki widok z okien na zielony Skwer Ireny Sendlerowej, a od strony sypialni i kuchni balkony wychodzą na zamknięte podwórko, do którego dostęp mają jedynie mieszkańcy tej kamienicy (jest ogrodzone dookoła innym budynkami). Podwórko to zostało zagospodarowane przez mieszkańców na teren zielony z ławeczkami i licznymi zielonymi nasadzeniami, aby można było w spokoju spędzić czas na zewnątrz.

Miejsce postojowe przed wejściem do klatki schodowej.

Do mieszkania przynależy też duża piwnica – ok 10 m2.

W najbliższej okolicy wszelkie niezbędne udogodnienia:
- Pasaż Grunwaldzki – 500 m
- Szpital – 200 m
- Żabka – 250 m
- Biedronka – 700 m
- tereny spacerowe nad Odrą 200 m
oraz kawiarnie i restauracje.

Jeżeli szukasz mieszkania w spokojnej i zielonej okolicy, a jednocześnie z szybkim dojazdem do centrum (2 km do Rynku, 10 min) to ta oferta jest dla Ciebie.

Lokalizacja oraz rozkład idealne dla rodzin z dziećmi oraz osób ceniących sobie przestrzeń i bliską dostępność terenów zielonych/nad wodą.

* Mieszkanie można też swobodnie podzielić na dwa osobne (ok. 70-cio metrowe) lub inwestycyjnie nawet na 4-5 mikrokawalerek.

Dostępne od zaraz. Zadzwoń i nie zwlekaj, ponieważ oferta może za kilka dni być już nieaktualna!
W razie pytań bądź chęci obejrzenia mieszkania, zapraszam do kontaktu w każdy dzień tygodnia w godzinach 10-22 pod numerem 50*******59 (Jarek).
** Oferta bezpośrednia, biura nieruchomości zapraszam tylko z poważnie zainteresowanym klientem, który pokryje Państwa prowizję.","Wrocław, Śródmieście",10608.99 zł/m²,4,"141,18 m²",Nie,,Kamienica,Wtórny,2,Prywatne,,,,,
3 pokoje | JEMIOŁOWA | bezpośrednio | wykończone,639 700 zł,"Sprzedam bezpośrednio mieszkanie 3-pokojowe, rozkładowe, w znakomitej lokalizacji (adres: ul. Jemiołowa 30). Mieszkanie zlokalizowane jest na 1 piętrze oraz posiada 51,80 m2:

- salon z aneksem 21,2 m2
- łazienka 3,2 m2
- sypialnia 12,5 m2
- przedpokój 6,4 m2
- pokój 8,5 m2

Cechy nieruchomości:
- wykończone z dobrych materiałów,
- bardzo jasne i ciche, okna wychodź na południową stronę
- nowy ogrzewanie - piec gazowy, grzejniki wysokiej jakość
- nowe okna,
- meble na wymiar,
- idealne do zamieszkania jak i na wynajem,
- w pobliżu uczelnie,
- świetna komunikacja (autobusy, tramwaje), tylko 1 km od Rynku.

Więcej zdjęć jak i rzuty znajdują się na stronie: www.nurilo.pl/jemiolowa-30-wroclaw

Pełna własność z KW.
Na wszystkie informacje chętnie udzielę telefonicznie.

Cena: 639 700 zł

Oferta prywatna (brak prowizji). Pośredników zapraszam tylko z klientami.

Prezentowana oferta nie stanowi oferty handlowej w rozumieniu Art. 66 par. 1 Kodeksu Cywilnego, a dane w niej zawarte mają charakter jedynie informacyjny.","Wrocław, Stare Miasto",12349.42 zł/m²,3,"51,80 m²",Tak,,Kamienica,Wtórny,1,Firmowe,,,,,
Bez prowizji! Wysoki standard - balkon - do zamies,599 000 zł,"Jakub Załuski
tel / WhatsApp:
785 049 977
Witam,
na sprzedaż 2 pokojowe mieszkanie z balkonem.
Mieszkanie sprzedawane jest z całym wyposażeniem AGD.
W pełni wyposażona kuchnia - mikrofalówka, piekarnik, lodówka, okap, płyta indukcyjna, pralka.
Sołtysowice - ul.Wojaczka
Rozkład mieszkania:
Przedpokój,
Salon z aneksem kuchennym,
Łazienka,
Sypialnia,
Balkon
Opłaty - 450zł - zaliczki na ogrzewanie, wodę, czynsz do zarządcy.
Zapraszam do kontaktu!
ENG - We speak English! Call us!
GER - Wir sprechen Deutsch!
Zapraszam do kontaktu:
Jakub Załuski
tel / WhatsApp:
785 049 977
Uwaga! Prezentowane w serwisie oferty nie stanowią oferty handlowej w rozumieniu art. 66 Kodeksu Cywilnego i mogą być nieaktualne.
Nota prawna
Opis oferty zawarty na stronie internetowej sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela, może podlegać aktualizacji i nie stanowi oferty określonej w art. 66 i następnych K.C.","ul. Rafała Wojaczka, Sołtysowice, Psie Pole, Wrocław, dolnośląskie",15 359 zł/m²,2,39 m²,"lodówka, meble, pralka",,blok,,4/6,biuro nieruchomości,pełna własność,,balkon,,miejskie
Syndyk sprzeda mieszkanie we Wrocławiu,532 000 zł,"Syndyk masy upadłości Danuty Brychczyńskiej, w ramach postępowania upadłościowego prowadzonego przez Sąd Rejonowy dla Wrocławia-Fabrycznej, Wydział VIII Gospodarczy ds. upadłościowych i restrukturyzacyjnych (sygn. akt WR1F/GUp/110/2023),

ogłasza konkurs ofert na sprzedaż z wolnej ręki spółdzielczego własnościowego prawa do lokalu mieszkalnego nr 4, położonego przy ul. Rogowskiej 52 we Wrocławiu (Spółdzielnia Mieszkaniowa „Nowy Dwór”), o powierzchni 60,40 m2, dla którego to lokalu Sąd Rejonowy dla Wrocławia-Krzyków we Wrocławiu IV Wydział Ksiąg Wieczystych prowadzi księgę wieczystą nr WR1K/00135553/6,
za cenę nie niższą od 532 000,00 zł. (pięćset trzydzieści dwa tysiące złotych), określoną w datowanym na 6 października 2023 r. operacie szacunkowym sporządzonym przez rzeczoznawcę majątkowego.
Warunkiem uczestniczenia w konkursie jest wpłata wadium w wysokości 53 200,00 zł. oraz przesłania oferty w zamkniętej kopercie, w terminie do 26 lutego 2024 r. na adres: Kancelaria Notarialna Cecylia Sterc, ul. Świebodzka 4/3, 50-046 Wrocław, koniecznie z dopiskiem „Oferta na zakup lokalu mieszkalnego przy ul. Rogowskiej 52/4, sygn. akt WR1F/GUp/110/2023”

Wadium należy wpłacić przelewem na rachunek bankowy masy upadłości w Santander Bank Polska S.A. nr 16 1090 2402 0000 0001 5550 6536.

Wymogi formalne dotyczące oferty i przebiegu konkursu zawarte są w Regulaminie udostępnianym przez syndyka po uprzednim umówieniu się telefonicznie, nr telefonu ""60*****21"". Regulamin może być udostępniony również pocztą elektroniczną.
Otwarcie ofert i wybór najlepszej oferty nastąpi w dniu 27 lutego 2024 r. w Kancelarii Notarialnej Cecylii Sterc.","Wrocław, Fabryczna",8807.95 zł/m²,3,"60,40 m²",Nie,,Blok,Wtórny,2,Prywatne,,,,,
Apartament Krzycka 73a,5 500 zł,"Do wynajęcia duży apartament w centrum dzielnicy krzyki w inwestycji wille miejskie.
Bardzo dobra lokalizacja
2 piętro ( ostatnie)
3 pokoje :
1- sypialnia
2- pokój
3- pokój z aneksem kuchennym
Pieszy najem
Klimatyzacja w każdym pokoju
Toaleta z prysznicem i pralką 
Toaleta wc/ umywalka 
Duży hol z szafą 
Kuchnia wyposażona 
Zmywarka, piekarnik, lodowka z zamrażalka 
Sofa z funkcją spania
Miejsce postojowe w garażu podziemnym 
Komórka lokatorska
Gniazdo do ladowania samochodu 
Rolety antywłamaniowe
Wózkownia
Rowerownia
Teraz zamykany, monitorowany","Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie",82 zł/m²,3,67 m²,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",5 500 zł,apartamentowiec,,2/2,prywatny,pełna własność,do zamieszkania,balkon,garaż/miejsce parkingowe,miejskie
Świetna inwestycja apartament Zwycięska 3,"595 115,45 zł","Przedmiotem ogłoszenia jest 2-pokojowy apartament 3.09 położony na trzecim piętrze w inwestycji Zwycięska 3. To ustawny lokal o powierzchni 38,43 m2. Cechą inwestycji jest wysoki standard i świetna lokalizacja. Zapraszamy do zapoznania się z ofertą i do kontaktu.
Cena apartamentu obejmuje:
• kompleksowe wykończenie łazienki
• aneks kuchenny wraz ze sprzętem AGD
• klimatyzacja
• zamontowane drzwi wewnętrzne
• położone podłogi z wysokiej jakości paneli
• pomalowane ściany
Do wykończenia podstawowego istnieje możliwość dokupienia dodatkowej usługi wykończenia ""pod klucz"" widocznego na zdjęciach. Szczegóły w Biurze Sprzedaży i na stronie dewelopera Triada-Dom.
Inwestycja
Apartamentowiec „Zwycięska 3” to inwestycja zlokalizowana na Partynicach, przy ul. Zwycięskiej we Wrocławiu.
Jest to obiekt o charakterze hotelowym, w którym proponujemy zakup atrakcyjnych apartamentów inwestycyjnych oraz lokali handlowych.
Obiekt hotelowy posiada 4 piętra z podziemną halą garażową.
Na parterze zlokalizowane są lokale handlowe wraz z recepcją.
Powyżej powstaje 136 apartamentów inwestycyjnych o powierzchni od 18 m² do 74m² z aneksami kuchennymi i balkonami. Jest to znakomity cel biznesowy oraz idealne rozwiązanie dla pracodawców, którzy poszukują zakwaterowania dla swoich pracowników.
Dużą zaletą apartamentów inwestycyjnych jest możliwość odliczenia 23% podatku VAT.
W ofercie sprzedaży posiadamy także dwa lokale biurowe o powierzchni 476 m².
W budynku znajdują się trzy klatki schodowe oraz cichobieżne windy, które pozwolą na swobodne i bezproblemowe przemieszczanie się pomiędzy piętrami. Z myślą o zmotoryzowanych zaprojektowano parking w garażu podziemnym, który posiada 168 miejsc postojowych, dodatkowo, na zewnątrz na terenie inwestycji powstaje 69 naziemnych miejsc postojowych.
Lokalizacja
„Zwycięska 3” to doskonała lokalizacja dla miłośników aktywnego spędzania wolnego czasu, ponieważ znajduje się w bezpośrednim sąsiedztwie Wrocławskiego Toru Wyścigów Konnych oraz w pobliżu Parku Południowego oraz Parku Klecińskiego.
W odległości 3 km znajduje się największe centrum handlowe w Polsce - Aleja Bielany. Inwestycja jest bardzo dobrze skomunikowana z pozostałą częścią Wrocławia poprzez komunikację miejską, a bliskość Alei Karkonoskiej pozwala na szybki dojazd do autostrady A4 oraz Autostradowej Obwodnicy Wrocławia.",,"ul. Zwycięska, Partynice, Krzyki, Wrocław, dolnośląskie",2,"38,43 m²",brak informacji,,apartamentowiec,,3/4,deweloper,,,balkon,garaż/miejsce parkingowe,
Jasny apartament inwestycyjny Zwycięska 3,"595 077,08 zł","Przedmiotem ogłoszenia jest 2-pokojowy apartament 3.08 położony na trzecim piętrze w inwestycji Zwycięska 3. To ustawny lokal o powierzchni 38,55 m2. Cechą inwestycji jest wysoki standard i świetna lokalizacja. Zapraszamy do zapoznania się z ofertą i do kontaktu.
Cena apartamentu obejmuje:
• kompleksowe wykończenie łazienki
• aneks kuchenny wraz ze sprzętem AGD
• klimatyzacja
• zamontowane drzwi wewnętrzne
• położone podłogi z wysokiej jakości paneli
• pomalowane ściany
Do wykończenia podstawowego istnieje możliwość dokupienia dodatkowej usługi wykończenia ""pod klucz"" widocznego na zdjęciach. Szczegóły w Biurze Sprzedaży i na stronie dewelopera Triada-Dom.
Inwestycja
Apartamentowiec „Zwycięska 3” to inwestycja zlokalizowana na Partynicach, przy ul. Zwycięskiej we Wrocławiu.
Jest to obiekt o charakterze hotelowym, w którym proponujemy zakup atrakcyjnych apartamentów inwestycyjnych oraz lokali handlowych.
Obiekt hotelowy posiada 4 piętra z podziemną halą garażową.
Na parterze zlokalizowane są lokale handlowe wraz z recepcją.
Powyżej powstaje 136 apartamentów inwestycyjnych o powierzchni od 18 m² do 74m² z aneksami kuchennymi i balkonami. Jest to znakomity cel biznesowy oraz idealne rozwiązanie dla pracodawców, którzy poszukują zakwaterowania dla swoich pracowników.
Dużą zaletą apartamentów inwestycyjnych jest możliwość odliczenia 23% podatku VAT.
W ofercie sprzedaży posiadamy także dwa lokale biurowe o powierzchni 476 m².
W budynku znajdują się trzy klatki schodowe oraz cichobieżne windy, które pozwolą na swobodne i bezproblemowe przemieszczanie się pomiędzy piętrami. Z myślą o zmotoryzowanych zaprojektowano parking w garażu podziemnym, który posiada 168 miejsc postojowych, dodatkowo, na zewnątrz na terenie inwestycji powstaje 69 naziemnych miejsc postojowych.
Lokalizacja
„Zwycięska 3” to doskonała lokalizacja dla miłośników aktywnego spędzania wolnego czasu, ponieważ znajduje się w bezpośrednim sąsiedztwie Wrocławskiego Toru Wyścigów Konnych oraz w pobliżu Parku Południowego oraz Parku Klecińskiego.
W odległości 3 km znajduje się największe centrum handlowe w Polsce - Aleja Bielany. Inwestycja jest bardzo dobrze skomunikowana z pozostałą częścią Wrocławia poprzez komunikację miejską, a bliskość Alei Karkonoskiej pozwala na szybki dojazd do autostrady A4 oraz Autostradowej Obwodnicy Wrocławia.",,"ul. Zwycięska, Partynice, Krzyki, Wrocław, dolnośląskie",2,"38,55 m²",,,,pierwotny,3/4,,,,balkon,garaż/miejsce parkingowe,
"Mieszkanie, 32 m², Wrocław",409 600 zł,"M-jednopokojowe na sprzedaz
Wrocław Nadodrze ul Kaszubska .
Bardzo dobra propozycja dla inwestorów szukających mieszkań pod wynajem.
Lokal bezczynszowy , wyodrębniona własność w kamienicy na trzecim piętrze.
Powierzchnia 32mkw.
Media : prąd, gaz , woda .
Budynek ocieplony z nowego typu elewacją zewnętrzną.
Okna PCV.
Kamienica położona w odległości 1 km od Wrocławskiego Rynku i Uniwersytetu Wrocławskiego, dobrze
skomunikowanej z Centrum miasta - przystanki komunikacji miejskiej, w pobliżu dworzec PKP Nadodrze,
sklepy. Dla rodzin wiele udogodnień: szkoły, przedszkola, place zabaw, park.
Możliwość zakupu kilku mieszkań!
zmiana 2024-01-15","Nadodrze, Śródmieście, Wrocław, dolnośląskie",12 800 zł/m²,,32 m²,,,,wtórny,3/3,,pełna własność,do zamieszkania,,,elektryczne
Mieszkanie w budynku dwulokalowym z ogrodem,640 000 zł,"Mieszkanie w budynku dwulokalowym o powierzchni użytkowej 47 m2 z ogrodem 115m2, położony na osiedlu domów jednorodzinnych w cichej i spokojnej okolicy, w odległości 12 km od Wrocławskiego Rynku w dobrze skomunikowanej części miasta z bogatą ofertą usługowo - handlową. 
Mieszkanie znajduje się na pierwszym piętrze, które składa się z kuchni 10m2, salonu 17m2, sypialni 16m2, łazienki 4m2 oraz korytarza w części wspólnej.   
Dodatkowym pomieszczeniem jest pomieszczenie gospodarcze o powierzchni 13m2, garaż oraz strych nad garażem o łącznej powierzchni 40m2. ( garaż 20m2 strych nad garażem 20m2). Ponadto na podwórku przynależą do lokalu 3 miejsca postojowe naziemne.
Budynek jest po remoncie, ocieplony, pokryty dachówką karpiówką. W 2021 roku został wymieniony piec na dwufunkcyjny - gazowy, objęty gwarancją. Dodatkowo zostały wymienione okna PCV, drzwi antywłamaniowe, została zrobiona nowa instalacja hydrauliczna. A całemu uroku w mieszkaniu dodaje podłoga zrobiona z drzewa egzotycznego oraz miejsce przeznaczone na montaż kominka.
Natomiast poddasze nad garażem o pow. 20m2 może być wykorzystane na prowadzenie własnej działalności lub posłużyć nam jako osobna przestrzeń na biuro do pracy, miejsce gdzie nikt i nic nie będzie pracownikowi przeszkadzać w wykonywaniu zadań.
Cudownym miejscem jest również wydzielony ogródek, gdzie miło spędzimy czas z rodziną i przyjaciółmi.
W bliskiej odległości znajduje się Park Stabłowicki, Park Ekopark Stabłowice, przystanki                      autobusowe bezpośrednio skomunikowane z centrum miasta i innymi dzielnicami.
Okolica bogata w zaplecze usługowo-handlowe. Obok osiedla znajduje się sklepy osiedlowe oraz duże markety (Biedronka, Lidl, Media Markt), przedszkole i szkoła podstawowa ( w odległości ok. 400 m od budynku).Obok infrastruktura wyposażona w salony kosmetyczne, stacje benzynowe i lokale gastronomiczne.
Roczne utrzymanie nieruchomości 2 700 zł.
Miesięczne opłaty wynoszą 202 zł ze wszystkimi mediami.
Cena 640 000,00 zł.
Pomagamy w uzyskaniu finansowania na zakup nieruchomości!
  Serdecznie zapraszam na prezentację w dogodnym dla Państwa terminie.
Katarzyna M. 668-384-212
Informacje zawarte w ogłoszeniu nie stanowią oferty handlowej w rozumieniu art. 66 kodeksu Cywilnego","Leśnica, Fabryczna, Wrocław, dolnośląskie",13 617 zł/m²,2,47 m²,"zmywarka, lodówka, meble, piekarnik, kuchenka",,dom wolnostojący,,1/1,biuro nieruchomości,,,ogródek,garaż/miejsce parkingowe,gazowe
Mieszkanie 3 pokojowe blisko centrum -Wrocław,550 000 zł,"Na sprzedaż mieszkanie  zlokalizowane blisko centrum i komunikacji miejskiej we Wrocławiu w dzielnicy Grabiszyn przy ul. Mieleckiej. Budynek z lat 30 XX wieku. 

Lokalizacja w budynku - mieszkanie znajduje się na I piętrze w budynku III piętrowym.
Powierzchnia użytkowa - 58,20 m2.
Okna - PCV, skrzyniowe -drewniane
Standard wykończenia - średni, do remontu.
Drzwi wejściowe - antywłamaniowe.
Podłogi - parkiet, wykładzina PCV, terakota.
Układ funkcjonalny - 3 pokoje, kuchnia, łazienka, przedpokój, loggia. 
Do mieszkania przynależy - mała piwnica. 

Przyłącza w lokalu - wodociągowe, kanalizacyjne, gazowe i elektryczne. 
- C.O. - piece kaflowe
- C.W. - podgrzewacz elektryczny.","Gajowice, Fabryczna, Wrocław, dolnośląskie",9 450 zł/m²,3,"58,2 m²",,,,wtórny,1/3,,pełna własność,do remontu,,garaż/miejsce parkingowe,
❗️Bez Prowizji / blisko Rynku / Nowe❗️,1 349 000 zł,"*** Sprzedaż bez dodatkowej prowizji z żadnej ze stron. Jesteśmy biurem sprzedaży właściciela ***

Jeśli szukasz nowoczesnego apartamentu gotowego do zamieszkania, zlokalizowanego jak najbliżej wrocławskiego Rynku, jednocześnie znajdująca się w sąsiedztwie parku i zieleni, z ładnym widokiem - nie szukaj dalej! Poniższa oferta, jako jedyna spełnia wszystkie te kryteria.

Zapraszamy do zapoznania się z ofertą sprzedaży nowego, gotowego do zamieszkania, trzypokojowego apartamentu z dwoma balkonami i miejscem postojowym.

Nieruchomość usytuowana jest na V piętrze nowej inwestycji ATC Development - Kępa Park, przy ul. Dmowskiego 75, na Kępie Mieszczańskiej, oddanej do użytkowania w 2022 roku.

Apartament o powierzchni ok. 65 m2 składa się z:
✅ pokoju dziennego z aneksem kuchennym, z wyjściem na balkon, klimatyzacją (ok 30 m2,),
✅ dwóch sypialni (po ok. 11 m2), w tym jedna z balkonem,
✅ łazienki z oknem, wanną i natryskiem,
✅ przestronnego przedpokoju.

Nieruchomość została przygotowana w najwyższym standardzie, zgodnie z projektem architekta, z myślą o spełnieniu oczekiwań nawet najbardziej wymagających klientów,

Doskonała lokalizacja!
✅ w bezpośrednim sąsiedztwie miejsc rekreacyjnych - Parku Mieszczańskiego i wałów Odry,
✅ 15 minut spacerem do wrocławskiego Rynku,
✅ 3 km do Magnolii Park,
✅ 3,5 km do Śródmiejskiej Obwodnicy Wrocławia,
✅ 4 km do Aquapark Wrocław.

Do mieszkania przynależy miejsce postojowe w garażu podziemnym (dodatkowo płatne w kwocie 55.000 zł).

Jeśli zakup tej lub innej nieruchomości planujesz sfinansować ze środki pochodzących z kredytu hipotecznego, proponujemy bezpłatne konsultacje z wybranym, doświadczonym pośrednikiem kredytowym, który bezpłatnie pomoże wybrać najkorzystniejszą ofertę kredytową.

Zapraszamy na bezpłatną prezentację. Posiadamy klucze do apartamentu.

Opiekun oferty: Filip Tagil, nr licencji Polskiej Federacji Rynku Nieruchomości: 23765","ul. Romana Dmowskiego, Nadodrze, Śródmieście, Wrocław, dolnośląskie",20 754 zł/m²,3,65 m²,meble,,apartamentowiec,,5/6,biuro nieruchomości,,do zamieszkania,,,
"Mieszkanie, 53,91 m², Wrocław",630 747 zł,"M-dwupokojowe na sprzedaz
Wrocław Nadodrze ul Kaszubska .
Bardzo dobra propozycja dla inwestorów szukających mieszkań pod wynajem.
Lokal bezczynszowy , wyodrębniona własność w kamienicy na drugim piętrze.
Powierzchnia 53,91mkw.
Media : prąd, gaz , woda .
Budynek ocieplony z nowego typu elewacją zewnętrzną.
Okna PCV.
Kamienica położona w odległości 1 km od Wrocławskiego Rynku i Uniwersytetu Wrocławskiego, dobrze
skomunikowanej z Centrum miasta - przystanki komunikacji miejskiej, w pobliżu dworzec PKP Nadodrze,
sklepy. Dla rodzin wiele udogodnień: szkoły, przedszkola, place zabaw, park.
Możliwość zakupu kilku lokali!
zmiana 2024-01-15","Nadodrze, Śródmieście, Wrocław, dolnośląskie",11 700 zł/m²,2,"53,91 m²",brak informacji,,kamienica,,2/3,biuro nieruchomości,pełna własność,do zamieszkania,,,elektryczne
Zainwestuj w apartament - Partynice ul. Zwycięska,"593 842,16 zł","Przedmiotem ogłoszenia jest 2-pokojowy apartament 3.03 położony na trzecim piętrze w inwestycji Zwycięska 3. To ustawny lokal o powierzchni 38,47 m2. Cechą inwestycji jest wysoki standard i świetna lokalizacja. Zapraszamy do zapoznania się z ofertą i do kontaktu.
Cena apartamentu obejmuje:
• kompleksowe wykończenie łazienki
• aneks kuchenny wraz ze sprzętem AGD
• klimatyzacja
• zamontowane drzwi wewnętrzne
• położone podłogi z wysokiej jakości paneli
• pomalowane ściany
Do wykończenia podstawowego istnieje możliwość dokupienia dodatkowej usługi wykończenia ""pod klucz"" widocznego na zdjęciach. Szczegóły w Biurze Sprzedaży i na stronie dewelopera Triada-Dom.
Inwestycja
Apartamentowiec „Zwycięska 3” to inwestycja zlokalizowana na Partynicach, przy ul. Zwycięskiej we Wrocławiu.
Jest to obiekt o charakterze hotelowym, w którym proponujemy zakup atrakcyjnych apartamentów inwestycyjnych oraz lokali handlowych.
Obiekt hotelowy posiada 4 piętra z podziemną halą garażową.
Na parterze zlokalizowane są lokale handlowe wraz z recepcją.
Powyżej powstaje 136 apartamentów inwestycyjnych o powierzchni od 18 m² do 74m² z aneksami kuchennymi i balkonami. Jest to znakomity cel biznesowy oraz idealne rozwiązanie dla pracodawców, którzy poszukują zakwaterowania dla swoich pracowników.
Dużą zaletą apartamentów inwestycyjnych jest możliwość odliczenia 23% podatku VAT.
W ofercie sprzedaży posiadamy także dwa lokale biurowe o powierzchni 476 m².
W budynku znajdują się trzy klatki schodowe oraz cichobieżne windy, które pozwolą na swobodne i bezproblemowe przemieszczanie się pomiędzy piętrami. Z myślą o zmotoryzowanych zaprojektowano parking w garażu podziemnym, który posiada 168 miejsc postojowych, dodatkowo, na zewnątrz na terenie inwestycji powstaje 69 naziemnych miejsc postojowych.
Lokalizacja
„Zwycięska 3” to doskonała lokalizacja dla miłośników aktywnego spędzania wolnego czasu, ponieważ znajduje się w bezpośrednim sąsiedztwie Wrocławskiego Toru Wyścigów Konnych oraz w pobliżu Parku Południowego oraz Parku Klecińskiego.
W odległości 3 km znajduje się największe centrum handlowe w Polsce - Aleja Bielany. Inwestycja jest bardzo dobrze skomunikowana z pozostałą częścią Wrocławia poprzez komunikację miejską, a bliskość Alei Karkonoskiej pozwala na szybki dojazd do autostrady A4 oraz Autostradowej Obwodnicy Wrocławia.",,"ul. Zwycięska, Partynice, Krzyki, Wrocław, dolnośląskie",2,"38,47 m²",,,,pierwotny,3/4,,,,balkon,garaż/miejsce parkingowe,
2 pokoje + kuchnia 52m2 duży balkon Gorlicka 88,624 000 zł,"Mieszkanie 52m2 w pełni rozkładowe, piętro 3 z 4, wysokość pomieszczeń 3m nadaje wizualnej przestrzeni , składa się z 2 pokoi, dużej kuchni, sporej łazienki, przedpokoju i balkonu z wejściem z obu pokoi. Jest możliwość adaptacji kuchni na trzeci pokój, wtedy kuchnia jako aneks w salonie. Media miejskie. Mieszkanie wewnętrzne, ciepłe i ciche-okna od strony patio, dźwięki ulicy słabo słyszalne . Czynsz  do zarządcy ok 600 zł za 4 osoby. Rok budowy 2010. Duża nowoczesna winda. Wyposażenie ze zdjęć i opisu w cenie mieszkania. 
Salon 18m2:
- rozkładana kanapa z funkcją spania
- rozkładany stół z krzesłami
- szafka rtv dolna i górna
- zabudowa tv +TV 
- witryna
- wyjście na balkon 
- nastrojowe oświetlenie
- rolety wewnętrzne
Pokój 15m2:
- rozkładane łóżko 
- biurko z nadstawką i krzesłem obrotowym
- regał z szafką 
- tablica suchościeralna
- duże lustro
- szafa typu komandor 
- wyjście na balkon
- rolety wewnętrzne
Kuchnia 10m2:
- meble w zabudowie
- lodówka no-frost
- piekarnik elektryczny
- płyta indukcyjna z 4 polami typu booster
- zmywarka 60 cm
- oświetlenie LED blatów roboczych 
- mikrofala, toster, opiekacz
Łazienka 5m2:
- podświetlane lustro
- pralka z funkcją Eco Bubble
- zabudowa na środki czystości
Korytarz 4m2:
- Duża szafa typu komandor
- oświetlenie nocne
Okolica:
- parking zewnętrzny za szlabanem, tylko dla użytku wspólnoty
- możliwość wykupienia wewnętrznego boksu garażowego na poziomie 0
- 2 x punkt przedszkolny 150 i 400 m
- żłobek 300 m
- 3 x fryzjer 150, 300, 500 m
- 3 x żabka 100, 250, 400 m
- przystanek autobusowy 100 m
- pętla autobusowa Litewska 400 m 
- centrum handlowe Blaszak 400 m
- szkoła podstawowa 300 m
- 3 x plac zabaw 50 150 300 m
- rynek Psiego Pola 500 m
- 3 x stomatolog 100 300 450 m
- liczne sklepy spożywcze i usługowe do 500 m
- piękne tereny spacerowo-rekreacyjne nad Widawą 500m
Mieszkanie obecnie jest wynajmowane sympatycznej rodzinie. Po zakupie nieruchomości istnieje możliwość kontynuowania najmu z obecną rodziną lub wydanie mieszkania do 2 miesięcy od podpisania umowy przedwstępnej.
Zapraszam na prezentację po uprzednim umówieniu telefonicznym 887-655-200. Możliwość oglądania codziennie w tygodniu tylko po 18:30 
Nie podpisuję żadnych umów z pośrednikami.
Oferta prywatna kupujący nie płaci prowizji.","ul. Gorlicka 88, Psie Pole, Psie Pole, Wrocław, dolnośląskie",11 991 zł/m²,3,"52,04 m²","zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",600 zł,blok,,3/4,prywatny,pełna własność,do zamieszkania,"balkon, taras",garaż/miejsce parkingowe,miejskie
