nazwa ogloszenia,cena,opis,lokalizacja,zametr,pokoje,powierzchnia,wysposażenie,czynsz,rodzaj zabudowy,rynek,piętro,typ,forma wlasnosci,stan wykonczenia,balkon/ogrod/taras,miejsce parkingowe,ogrzewanie,telefon,link
3 pokoje/Balkon/Świetny układ,551 923 zł,"Przedstawiam Państwu nieruchomość zaprojektowaną z dbałością o każdy detal. Jest to mieszkanie dla miłośników praktycznych układów w spokojnej okolicy!
Jeśli szukasz mieszkania, które posiada balkon, ma praktyczny rozkład oraz znajduje się w zielonej części miasta - ta oferta jest dla Ciebie.

Numer mieszkania: B38

Mieszkanie o pow. 51,63m² składa się z:
- Pokoju dziennego z aneksem kuchennym (20m²)
- Sypialni (11m²)
- Sypialni (10m²)
- Łazienki (4 m²)
- Balkonu


Niewątpliwą zaletą prezentowanego mieszkania jest funkcjonalny układ w którym:
- Salon z częścią wypoczynkową oraz wyjściem na balkon,
- praktycznego aneksu kuchennego,
- korytarz z szafą na odzież wierzchnią,
- duża sypialnia z miejscem na szafę w zabudowie,
- wspólna łazienka z miejscem na wannę,

INWESTYCJA:

Na Lipie Piotrowskiej powstaje inwestycja, która będzie obejmowała budowę zespołu piętnastu budynków mieszkalnych wielorodzinnych trzy kondygnacyjnych z pięcioma garażami podziemnymi, z cichobieżnymi windami poruszającymi się pomiędzy wszystkimi kondygnacjami, wraz z zagospodarowaniem terenu i infrastrukturą techniczną przy ul. Lawendowej/Melisowej we Wrocławiu.
Kameralna niska zabudowa w otoczeniu domów jednorodzinnych, domów w zabudowie szeregowej i bliźniaczej.
Okna na 3 strony świata w mieszkaniach 3 i 4 pokojowych.
Komfort życia w otoczeniu natury z uwagi na bliskość terenów zielonych, min. Parku Widawskiego oraz pobliskiej rzeki Widawy, gdzie znajdują się liczne ścieżki rowerowe. Tereny zielone zapewnią aktywność sportową, jak i odpoczyne

LOKALIZACJA i OTOCZENIE:

Lipa Piotrowska znajdująca się na przedmieściach, w północnej części Wrocławia jest doskonale skomunikowana z całym miastem.

- W odległości 1,5 km znajduje się Autostradowa Obwodnica Wrocławia (A8) oraz węzeł Widawa zapewniający dojazd do wielu dzielnic Wrocławia oraz wyjazd w kierunku Poznania i Warszawy.
- W odległości ok. 100 -150 m są przystanki autobusowe linii 108,111,143, 244.
- W odległości ok. 800 m stacja kolejowa Wrocław Osobowice. ( bezpłatne parkowanie w ramach powstałej sieci parkingów Park&Ride - rozwiązanie dla osób, które łączą podróż samochodem i komunikacją publiczną ).
- W promieniu 2 km rozwinięta infrastruktura otoczenia : sklepy, kawiarnie, pizzerie, przychodnia, apteka, sklepy: Carrefour, Dino, przedszkola publiczne i niepubliczne, żłobek prywatny. W trakcie budowy jest nowoczesny zespół szkolno-przedszkolny na 1000 dzieci, którego otwarcie zaplanowano na wrzesień 2024.

W pobliżu znajdują się:
- Przystanek autobusowy,
- Przedszkole,
- Szkoła podstawowa,


DODATKOWE INFORMACJE:
- Wysoki standard inwestycji,
- Garaż podziemny,
- Wózkownie,
- Plac zabaw w częściach wspólnych,
- Ogrodzone osiedle,
- Wideodomofony,
- Szlaban na pilot,

Oferujemy także:
- Wsparcie od pierwszej prezentacji do finalizacji transakcji i przekazania mieszkania,
- Pomoc w skompletowaniu dokumentów i w formalnościach,
- Współpracę z doświadczonym doradcą finansowym,
- Darmową konsultację z fachowcem remontowo-budowlanym,
- Sprawdzone kancelarie notarialne,
- Bezpieczeństwo transakcji w oparciu o polisę OC,
- Propozycję korzystnego ubezpieczenia nieruchomości,


Jeżeli ta oferta spełnia Twoje wymagania lub chcesz dowiedzieć się więcej o tej nieruchomości, nie zwlekaj i skontaktuj się już dziś ze mną, aby zarezerwować tę nieruchomość.

Posiadamy w ofercie mieszkania w różnych rozkładach i cenach w tej oraz innych inwestycjach.

Piotr Majewski
Doradca ds. nieruchomości
690-510-079

Biuro Nieruchomości SMInwestycje Sp. z o.o.

*Prezentowana oferta nie stanowi oferty handlowej w rozumieniu Art. 66§1 Kodeksu Cywilnego, a dane w niej zawarte mają charakter jedynie informacyjny i mogą ulec zmiani","ul. Lawendowa, Lipa Piotrowska, Psie Pole, Wrocław, dolnośląskie",10 717 zł/m²,3.0,"51,5 m²",brak informacji,,brak informacji,pierwotny,2/4,biuro nieruchomości,pełna własność,,balkon,garaż/miejsce parkingowe,,690 510 079,https://www.otodom.pl/pl/oferta/3-pokoje-balkon-swietny-uklad-ID4oOJN
"Okazja 2 pok , Centrum, Wrocław",403 000 zł,"Sprzedam mieszkanie 37m2 we Wrocławiu. Mieszkanie składa się z salonu, małego pokoju, kuchni.

Do lokalu przynależy  piwnica 4m2 i strych.

Okna wychodzą na podwórko, od strony północno-wschodniej. Lokal jest ogrzewany dwufunkcyjnym piecem gazowym. Wysokość mieszkania 2,8m. Na podłogach znajdują się panele i linoleum.

Mieszkanie jest zlokalizowane na 4 piętrze kamienicy z pięknie wyremontowaną i odnowioną klatką schodową.

Atutem mieszkania jest bliskość ważnych punktów miasta, świetnie rozwinięta infrastruktura oraz pełne zaplecze usługowe
-bliskość Mosty Warszawskie, 2 min jazdy samochodem, 8 min na piechote
- bliskość Plac Grunwaldzki 4 min jazdy samochodem
-komunikacja miejska
-szkoły, przedszkola, żłobki, sklepy
-bliskość uczelni wyższych: Politechnika Wrocławska, Uniwersytet Przyrodniczy

Własność Księga wieczysta.

Blisko sklepy, szkoły, przedszkola, przystanki autobusowe i tramwajowe, rynek.

ГОВОРИМ ПО РУССКИ ПО УКРАИНСКИ И ПО ПОЛЬСКИ

Zapraszamy na prezentację!
Laura Marchenko 536 186 831
Wroclove❤️Property","ul. Nowowiejska, Ołbin, Śródmieście, Wrocław, dolnośląskie",10 605 zł/m²,2.0,38 m²,"piekarnik, kuchenka, pralka",300 zł,brak informacji,wtórny,4/5,biuro nieruchomości,,do zamieszkania,,garaż/miejsce parkingowe,,536 186 831,https://www.otodom.pl/pl/oferta/okazja-2-pok-centrum-wroclaw-ID4oILV
Nowa Inwestycja/Sołtysowice/balkon!,739 000 zł,"Przedstawiam Państwu nieruchomość zaprojektowaną z dbałością o każdy detal. Jest to mieszkanie dla miłośników praktycznych układów w spokojnej okolicy!
Jeśli szukasz mieszkania, które posiada balkon, ma praktyczny rozkład, jest dwustronne oraz znajduje się w zielonej części centrum miasta - ta oferta jest dla Ciebie.

Numer mieszkania: 3-2-9

Mieszkanie o pow. 60m² składa się z:
- Pokoju dziennego z aneksem kuchennym (25m²)
- Sypialni (11m²)
- Sypialni (11m²)
- Łazienki (4 m²)
- WC/Pralni/Garderoby
- Balkonu


Niewątpliwą zaletą prezentowanego mieszkania jest funkcjonalny układ w którym:
- Salon z częścią wypoczynkową oraz wyjściem na balkon,
- praktycznego aneksu kuchennego,
- korytarz z szafą na odzież wierzchnią,
- duża sypialnia z miejscem na szafę w zabudowie,
- wspólna łazienka z miejscem na wannę,

INWESTYCJA:

Czas na wypoczynek na powietrzu? Mieszkańcy osiedla idealne warunki znajdą tuż pod domem. Na dłuższy spacer lub wycieczkę rowerową będą się mogli wybrać do Lasu Sołtysowickiego i dalej - na wały nad Widawą. Niedaleko osiedla są także Skwer Władysława Bełzy, parki: Jana Kasprowicza, Stara Odra, Marii Dąbrowskiej, a także plaża miejska. Miejsce dla aktywności fizycznej zapewnią Ośrodek Rekreacji Sołtysowice - Stadion, hala sportowa, basen i korty tenisowe AWL oraz Park Trampolin GOjump. Na Sołtysowicach działa też Klub Seniora, który organizuje zajęcia dla starszych mieszkańców.

LOKALIZACJA i OTOCZENIE:

Wygodną komunikację samochodową zapewniają pobliskie aleje Bolesława Krzywoustego i Marcina Kromera. Tuż przy osiedlu znajdują się także przystanki autobusowe linii 116, 119 oraz linii pospiesznej A. Mieszkańcy będą również mogli korzystać z połączeń kolejowych z niedalekiej stacji Wrocław Sołtysowice.

Na dłuższy spacer lub wycieczkę rowerową będą się mogli wybrać do Lasu Sołtysowickiego i dalej - na wały nad Widawą. Niedaleko osiedla są także Skwer Władysława Bełzy, parki: Jana Kasprowicza, Stara Odra, Marii Dąbrowskiej, a także plaża miejska. Miejsce dla aktywności fizycznej zapewnią Ośrodek Rekreacji Sołtysowice - Stadion, hala sportowa, basen i korty tenisowe AWL oraz Park Trampolin GOjump. Na Sołtysowicach działa też Klub Seniora, który organizuje zajęcia dla starszych mieszkańców.

W pobliżu znajdują się:
- Przystanek autobusowy,
- PKP Sołtysowice

- Przedszkole,
- Szkoła podstawowa,
- Uczelnie wyższe,


- Centrum Handlowe Korona,
- Las Sołtysowicki,


DODATKOWE INFORMACJE:
- Wysoki standard inwestycji,
- Garaż podziemny,
- Wózkownie,
- Plac zabaw w częściach wspólnych,
- Ogrodzone osiedle,
- Wideodomofony,
- Szlaban na pilot,
- Siłownia zewnętrzna,

Oferujemy także:
- Wsparcie od pierwszej prezentacji do finalizacji transakcji i przekazania mieszkania,
- Pomoc w skompletowaniu dokumentów i w formalnościach,
- Współpracę z doświadczonym doradcą finansowym,
- Darmową konsultację z fachowcem remontowo-budowlanym,
- Sprawdzone kancelarie notarialne,
- Bezpieczeństwo transakcji w oparciu o polisę OC,
- Propozycję korzystnego ubezpieczenia nieruchomości,


Jeżeli ta oferta spełnia Twoje wymagania lub chcesz dowiedzieć się więcej o tej nieruchomości, nie zwlekaj i skontaktuj się już dziś ze mną, aby zarezerwować tę nieruchomość.

Posiadamy w ofercie mieszkania w różnych rozkładach i cenach w tej oraz innych inwestycjach.

Piotr Majewski
Doradca ds. nieruchomości
690-510-079

Biuro Nieruchomości SMInwestycje Sp. z o.o.

*Prezentowana oferta nie stanowi oferty handlowej w rozumieniu Art. 66§1 Kodeksu Cywilnego, a dane w niej zawarte mają charakter jedynie informacyjny i mogą ulec zmiani","Lothara Herbsta, Sołtysowice, Psie Pole, Wrocław, dolnośląskie",12 255 zł/m²,3.0,"60,3 m²",brak informacji,,brak informacji,pierwotny,2/5,biuro nieruchomości,pełna własność,do wykończenia,"balkon, ogródek",garaż/miejsce parkingowe,,690 510 079,https://www.otodom.pl/pl/oferta/nowa-inwestycja-soltysowice-balkon-ID4oOJM
2-pokojowe mieszkanie 40m2 + loggia Bez Prowizji,522 329 zł,Wirtualny spacer,"ul. Konińska, Leśnica, Fabryczna, Wrocław, dolnośląskie",12 768 zł/m²,2.0,"40,91 m²",,,,,3/4,,pełna własność,do wykończenia,,garaż/miejsce parkingowe,,573 560 379,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-loggia-bez-prowizji-ID4oLhC
2M!|GOTOWE do wprowadzenia|świetna lokalizacja,,,"Szczepin, Stare Miasto, Wrocław, dolnośląskie",,,,,,,,,,,,,,,883 985 745,https://www.otodom.pl/pl/oferta/2m-gotowe-do-wprowadzenia-swietna-lokalizacja-ID4oOCF
3 pokojowe mieszkanie/2 miejsca postojowe,785 000 zł,"Na sprzedaż 3 pokojowe bezczynszowe mieszkanie przy ul. Kowieńskiej we Wrocławiu dzielnica Psie Pole-Zgorzelisko.
2 miejsca postojowe w cenie.

Idealne mieszkanie dla rodziny które znajduje się na pierwszym piętrze nowego budynku z 2014 r.
Część dzienną stanowi przestronny słoneczny salon z wyjściem na taras. Kuchnia otwarta  z wydzieloną częścią jadalnianą. Na tym samym poziomie znajduje się również WC.

Na drugim piętrze znajdują się 2 pokoje z czego jeden z garderobą oraz duża łazienka.

W pobliżu znajdują się szkoły, place zabaw, przychodnie i sieć dużych sklepów.
Realizowane mieszkania są bezczynszowe, koszty ponoszone przez mieszkańca obejmują tylko zużyte media jak prąd woda i gaz.

ATUTY:
-w pełni rozkładowe gotowe do wprowadenia
-do własnej aranżacji
-duży salon z wyjściem na taras
-otwarta kuchnia
-niska zabudowa jednorodzinna
-materiały wysokiej jakości
-bardzo dobra komunikacja z centrum
-w pobliżu znajduje się przedszkole i szkoła
-uprzejme sąsiedztwo, zgrana społeczność na osiedlu

LOKALIZACJA:
-30 min do rynku
-34 min dworzec główny pkp
-14 min CH Korona

KOMUNIKACJA:
-przystanek autobusowy (linie 121,131,N,911 )

OKOLICA:
-restauracje
-Lidl, Biedronka
-apteka
-stacje benzynowe
-żłobki
-przedszkole
-szkoła podstawowa","ul. Kowieńska, Zawidawie, Psie Pole, Wrocław, dolnośląskie",10 395 zł/m²,3.0,"75,52 m²","piekarnik, kuchenka",,szeregowiec,wtórny,1/1,biuro nieruchomości,pełna własność,do zamieszkania,"balkon, taras",garaż/miejsce parkingowe,inne,791 061 599,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-2-miejsca-postojowe-ID4oOAJ
3-pokojowe Muchobór Wielki/Park Tysiąclecia,869 000 zł,"Ogłoszenie sprzedaży mieszkania 59,61 m2 we Wrocławiu przy ulicy Granicznej.
Mieszkanie, o powierzchni 59,61 m2, znajduje się na I piętrze budynku wyposażonego w windę. Zostało zaprojektowane przez renomowane STUDIO PROJEKTOWE WEREMCZUK, co gwarantuje wysoki standard wykończenia.
Pomieszczenia mieszkania składają się z salonu z aneksem kuchennym o powierzchni 19,23 m2, dwóch sypialni o powierzchniach 14,36 m2 i 13,55 m2, dużego przedpokoju o powierzchni 8,20 m2, łazienki o powierzchni 4,07 m2 oraz balkonu o powierzchni 3,3 m2.
Mieszkanie zostało wykończone na najwyższym poziomie, meble w nim znajdujące się są wykonane na wymiar z wysokiej jakości materiałów. Wszystkie zastosowane materiały, takie jak farby FLUGGER, podłoga MYFLOOR CHALET, armatura KLUDI, VILLEROY BOCH, odpływ KESSEL i drzwi przylgowe lakierowane POL-SKONE, są renomowanych marek i gwarantują trwałość i estetykę.","ul. Graniczna, Strachowice, Fabryczna, Wrocław, dolnośląskie",14 578 zł/m²,3.0,"59,61 m²","zmywarka, lodówka, meble, piekarnik, kuchenka",750 zł,blok,wtórny,1/4,biuro nieruchomości,pełna własność,do zamieszkania,balkon,,miejskie,739 039 611,https://www.otodom.pl/pl/oferta/3-pokojowe-muchobor-wielki-park-tysiaclecia-ID4oOEf
"Ul. Wielka 29, inwestycyjne z potencjałem",424 000 zł,"OFERTA NA WYŁĄCZNOŚĆ 

W przypadku tej oferty nie współpracuje z Agencjami Nieruchomości 
tylko klient gotówkowy 

Oferuję do sprzedaży mieszkanie w budynku przy ulicy Wielkiej 29 we Wrocławiu.
Mieszkanie ma 43,15m2 i znajduje się na czwartym piętrze ( w budynku nie ma windy) 
 
Składa się z salonu, kuchni oraz łazienki, jest możliwość zmiany układu przenosząc kuchnie do dużego salonu (patrz rzut opcjonalny). Wysokość mieszkania to 335cm co pozwala na wygenerowanie dodatkowej przestrzeni przez zrobienie antresoli (ok 10m2). 

Okolica super skomunikowana z dużą ilością wolnych miejsc postojowych. Pełna infrastruktura, przedszkola, szkoły, place zabaw, tereny rekreacyjne. Liczne sklepy „pod ręką”, Centrum Handlowe Arkady, Pasaż Zielińskiego, SKY Tower oraz Centrum Handlowe Arena. Nieopodal Dworzec główny PKP. Blisko przystanki tramwajowe oraz autobusowe zapewniające świetną komunikację z całym miastem.","ul. Wielka 29, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",9 826 zł/m²,,"43,15 m²",brak informacji,450 zł,kamienica,wtórny,4/5,biuro nieruchomości,pełna własność,do remontu,,,miejskie,504 049 266,https://www.otodom.pl/pl/oferta/ul-wielka-29-inwestycyjne-z-potencjalem-ID4oOxC
,,,"Tarnogaj, Krzyki, Wrocław, dolnośląskie",,,,,,,,,,,,,,,883 985 745,https://www.otodom.pl/pl/oferta/4m-balkon-mpk-przed-budynkiem-tereny-zielone-ID4oOCD
3-pokojowe mieszkanie 64m2 Park Wojszycyki/Balkon,640 000 zł,"Na sprzedaż mieszkanie we Wrocławiu przy ulicy Parafialnej o powierzchni 64m2.
Mieszkanie składa się z salonu z aneksem kuchennym, z którego jest wyjście na balkon, dwóch sypialni, przedpokoju oraz łazienki z prysznicem. Istnieje możliwość wyodrębnienia trzeciego pokoju i pozostawienia osobnej kuchni.
Salon z aneksem kuchennym jest przestronny i dobrze doświetlony. Dzięki wyjściu na balkon, można cieszyć się świeżym powietrzem i relaksować się na zewnątrz.
Obie sypialnie również są przestronne i jasne, idealne do spania i wypoczynku.
Przedpokój zapewnia miejsce na przechowywanie garderoby i innych niezbędnych rzeczy.","ul. Parafialna, Ołtaszyn, Krzyki, Wrocław, dolnośląskie",10 000 zł/m²,3.0,64 m²,"lodówka, meble, piekarnik, kuchenka, pralka",400 zł,blok,wtórny,2/3,biuro nieruchomości,,,balkon,,gazowe,739 039 611,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-64m2-park-wojszycyki-balkon-ID4oODA
Taras! Centrum! Ponad 40m salonu!,1 539 000 zł,"Przedstawiam Państwu nieruchomość zaprojektowaną z dbałością o każdy detal. Jest to mieszkanie dla miłośników przestronnych, dużych salonów oraz posiłków na balkonie! 
Jeśli szukasz dużego mieszkania, które posiada duży balkon, ma praktyczny rozkład, dwie łazienki, jest dwustronne oraz znajduje się w zielonej części centrum miasta - ta oferta jest dla Ciebie.

Numer mieszkania: 2-6-53

Mieszkanie o pow. 110m² składa się z:
- Pokoju dziennego z aneksem kuchennym (41 m²)
- Przestronnej sypialni  (16 m²) 
- Sypialni (12,5 m²)
- Sypialni (12,5 m²)
- Łazienki (5 m²)
- Łazienki (4 m²)
- Tarasu (27 m²)

Niewątpliwą zaletą prezentowanego mieszkania jest funkcjonalny układ w którym:
- Przestronny salon z częścią wypoczynkową oraz wyjściem na duży balkon,
- korytarz z szafami na odzież wierzchnią,
- funkcjonalny, duży aneks kuchenny z miejscem na jadalnię,
- możliwość wydzielenia osobnej kuchni z wyspą,
- duża sypialnia z miejscem na szafę w zabudowie,
- dwie pozostałe sypialnie posiadają miejsce na szafy oraz biurka do pracy,
- wspólna łazienka z miejscem na wannę,

INWESTYCJA:

Wielkomiejski charakter nadaje inwestycji nowoczesna architektura budynków z dużymi przeszkleniami i jasnymi elewacjami pokrytymi okładziną z mineralnych płytek klinkierowych. Przestrzeń osiedla wypełnia bujna zieleń, alejki spacerowe i oczka wodne tworzące malownicze otoczenie sprzyjające odpoczynkowi. Na terenie założenia zaprojektowano także siłownię zewnętrzną i plac zabaw dla dzieci, chodniki i oświetlenie energooszczędne.

LOKALIZACJA i OTOCZENIE:

W opisywanej inwestycji płynnie przenikają się dwa światy: łagodna natura i tętniące życiem miasto. Położenie niedaleko ścisłego centrum pozwala mieszkańcom swobodnie korzystać z jego atrakcyjnej oferty kulturalnej i rozrywkowej. W zasięgu ręki jest Hala Orbita, miejsce koncertów, targów i imprez sportowych, oraz plaża miejska HotSpot Beach Bar - popularna wśród miłośników zabawy i relaksu na świeżym powietrzu. W niewielkiej odległości od osiedla znajdują się także liczne ośrodki biznesowe i biurowe oraz Centrum Handlowe Magnolia Park ze sklepami, kinem i restauracjami.

W pobliżu znajdują się:
- Przystanek tramwajowy oraz autobusowy,
- Przystanek PKP,
- Grobla Kozanowska,
- Centrum Handlowe Magnolia Park,
- Kaufland oraz Obi,
- Polana Popowicka,
- Hala Orbita,


DODATKOWE INFORMACJE:
- Wysoki standard inwestycji,
- Garaż podziemny,
- Monitoring wewnętrzy i zewnętrzny,
- Plac zabaw w częściach wspólnych,
- Ogrodzone osiedle,
- Wideodomofony,
- Szlaban na pilot,
- Siłownia zewnętrzna,

Oferujemy także:
- Wsparcie od pierwszej prezentacji do finalizacji transakcji i przekazania mieszkania,
- Pomoc w skompletowaniu dokumentów i w formalnościach,
- Współpracę z doświadczonym doradcą finansowym,
- Darmową konsultację z fachowcem remontowo-budowlanym,
- Sprawdzone kancelarie notarialne,
- Bezpieczeństwo transakcji w oparciu o polisę OC,
- Propozycję korzystnego ubezpieczenia nieruchomości,


Jeżeli ta oferta spełnia Twoje wymagania lub chcesz dowiedzieć się więcej o tej nieruchomości, nie zwlekaj i skontaktuj się już dziś ze mną, aby zarezerwować tę nieruchomość.

Posiadamy w ofercie mieszkania w różnych rozkładach i cenach w tej oraz innych inwestycjach.

Piotr Majewski
Doradca ds. nieruchomości
690-510-079

Biuro Nieruchomości SMInwestycje Sp. z o.o.

*Prezentowana oferta nie stanowi oferty handlowej w rozumieniu Art. 66§1 Kodeksu Cywilnego, a dane w niej zawarte mają charakter jedynie informacyjny i mogą ulec zmi","ul. Długa, Szczepin, Stare Miasto, Wrocław, dolnośląskie",13 924 zł/m²,4.0,"110,53 m²",brak informacji,,brak informacji,pierwotny,6/9,biuro nieruchomości,pełna własność,do wykończenia,"balkon, taras",garaż/miejsce parkingowe,,690 510 079,https://www.otodom.pl/pl/oferta/taras-centrum-ponad-40m-salonu-ID4oOJV
"4 pokoje, osobna kuchnia, balkon, duża piwnica",650 000 zł,"OFERTA TYLKO W NASZYM BIURZE!
Polecam Państwa uwadze mieszkanie na wrocławskim osiedlu Gądów- czteropokojowe z osobną kuchnią, balkonem oraz dużą piwnicą (prawie 6m2).
Mieszkanie na II pietrze w czteropiętrowym bloku z początku lat 80-tych (bez windy).
Układ północ (dwa pokoje i kuchnia), południe (salon z balkonem, pokój).
Od strony południowej wysokie drzewa latem dające cień.
W każdym pokoju parkiet drewniany, okna PCV (sprawne).
Piony wodnokanalizacyjne wymienione.
Instalacja elektryczna- do wymiany.
Gładzie częściowe.
Media miejskie.
METRAŻ I ROZKŁAD POMIESZCZEŃ (całość 70,1 m2)
- Salon z balkonem (okna na południe)- 18 m2 (balkon około 4 m2)
-Pokój I (okna na południe)- około 9 m2
-Pokój II (okna na północ)- około 9 m2
-Pokój III (okna na północ) - ponad 12 m2
-Kuchnia (okna na północ)- ponad 7,5 m2
-Łazienka - około 3 m2
-WC- 1 m2
-Przedpokój i komunikacja - ponad 10 m2
DODATKOWO do mieszkania przynależy piwnica- 5,94 m2
OPŁATY:
-czynsz do spółdzielni 640 zł/m-c (w tym CO miejskie 340 zł/m-c)
-fundusz remontowy 260 zł/m-c
-woda zimna i ciepła wg zużycia (koszt zimnej 11,79 zł/m3, podgrzania wody 22,88/m3)
-wywóz śmieci (sortowane) koszt 41,24 zł/1 osoba
-prąd wg zużycia
Gądów to osiedle z dużą ilością zieleni, placów zabaw itp.
Nieopodal budynku zespół szkolno- przedszkolny oraz pełna infrastruktura (sklepy, przychodnia, żłobek, poczta, bank itp).
Przystanek autobusowy (linie 122, 128, 129, 136, 243) blisko budynku (200 m).
Przystanek tramwajowy (na Legnickiej)-linie 3, 10, 20, 22- 15 min na piechotę od domu.
Dodatkowo stacja PKP- w odległości 1,5 km.
Mieszkanie idealne dla dużej Rodziny (bliskość szkoły, przedszkola, przychodni, sklepów oraz komunikacji miejskiej)
lub jako inwestycyjne- cztery pokoje oraz osobna kuchnia dodatkowo świetna lokalizacja dają duże możliwości na najem ( np studentom).
Oferta na wyłączność- nie szukaj dalej!
Serdecznie zapraszam na bezpłatną prezentację!
Katarzyna Hajduk
WRO Nieruchomości
Tel.: 57 57 57 303
UWAGA- Nasze biuro pobiera prowizję za pośrednictwo od Strony Kupującej.
Współpracujemy z innymi biurami w zakresie pośrednictwa.
NOTA PRAWNA:
Opis oferty zawarty na stronie internetowej sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela, może podlegać aktualizacji i nie stanowi oferty handlowej określonej w art. 66 i następnych K.C
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","ul. Balonowa, Gądów, Fabryczna, Wrocław, dolnośląskie",9 272 zł/m²,4.0,"70,1 m²",brak informacji,,blok,wtórny,2/4,biuro nieruchomości,pełna własność,do remontu,balkon,,miejskie,575 757 303,https://www.otodom.pl/pl/oferta/4-pokoje-osobna-kuchnia-balkon-duza-piwnica-ID4oN6D
Okolice ul. Żelaznej Inwestycja/COmiejskie,518 000 zł,"Na sprzedaż dwupokojowe, zadbane oraz odświeżone mieszkanie o powierzchni 36,6m2 na Wrocławskim Grabiszynie. Budynek świeżo po remoncie elewacji wraz z balkonami.

Mieszkanie składa się z następujących pomieszczeń:

- Salonu z wyjściem na balkon
- Sypialni
- Kuchni
- Łazienki z WC
- Przedpokoju

Mieszkanie w stanie do zamieszkania, w przedpokoju dwie pojemne szafy w zabudowie (jedna przy drzwiach wejściowych, druga pomiędzy sypialnią i łazienką).
Mieszkanie w pełni umeblowane, gotowe do zamieszkania.

Dookoła wszelka infrastruktura handlowo-usługowa. W bliskiej okolicy przystanki tramwajowe oraz autobusowe zapewniające sprawną komunikację z innymi częściami miasta.

Mieszkanie ze względu na lokalizację idealne jako miejsce do zamieszkania lub jako inwestycja na wynajem.


POLECAM I ZAPRASZAM NA PREZENTACJĘ

Cena: 518 000zł - CENA DO NEGOCJACJI

Zadzwoń ! 698 666 308
Numer oferty 105/14789/OMS
Sprzedawca: Przemysław Gniewczyński
Nr. Licencji: 27 311


Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","Gajowice, Fabryczna, Wrocław, dolnośląskie",14 153 zł/m²,2.0,"36,6 m²",brak informacji,700 zł,blok,wtórny,6/10,biuro nieruchomości,pełna własność,,balkon,,miejskie,698 666 308,https://www.otodom.pl/pl/oferta/okolice-ul-zelaznej-inwestycja-comiejskie-ID4oOGO
WYPOSAŻONE 3M|taras+ogródek|Krzyki,850 000 zł,"Przedstawiam Państwu na sprzedaż 3-pokojowe mieszkanie w świetnej lokalizacji Wrocławia!
Zlokalizowane na wysokim parterze czterokondygnacyjnego budynku z windą z 2012roku!
Nieruchomość w bardzo dobrym stanie, w pełni wyposażona. Dwustronny rozkład mieszkania sprawia, że pomieszczenia są jasne i przejrzyste. We wszystkich oknach zamontowano rolety zewnętrzne. Ogrodzone osiedle pozytywnie wpływa na bezpieczeństwo mieszkańców.
Mieszkanie IDEALNE DLA RODZINY
Na łączną powierzchnię 63,00 m2 składają się:","Tarnogaj, Krzyki, Wrocław, dolnośląskie",13 492 zł/m²,3.0,63 m²,"zmywarka, lodówka, piekarnik, kuchenka, telewizor, pralka",,blok,wtórny,parter/3,biuro nieruchomości,,do zamieszkania,"ogródek, taras",,,883 985 745,https://www.otodom.pl/pl/oferta/wyposazone-3m-taras-ogrodek-krzyki-ID4oOCw
